APPL_REALM_NM,APPL_YEAR,BSNS_TASK_NM,DETAIL_BSNS_NM,DETAIL_PROGRM_NM,BSNS_PURPS_CN,APPL_TRGET_SPORTS_INDUST_AT,APPL_TRGET_BSNS_SCALE_VALUE,APPL_TRGET_PREPFNTN_AT,APPL_TRGET_FNTN_DE,APPL_TRGET_APPL_HIST_NEED_AT,APPL_TRGET_GRP_POSBL_AT,APPL_TRGET_LOCGOV_POSBL_AT,APPL_TRGET_INDVDL_POSBL_AT,APPL_TRGET_RM_CN,APPL_TRGET_RELATE_LAW_NM,PARTCND_AT,PARTCND_CN,PARTCND_MUMM_PDSMLPZ_CO,PARTCND_MXMM_PDSMLPZ_CO,APPLPRC_CN,RCRIT_PD_BEGIN_DE,RCRIT_PD_END_DE,RCRIT_PD_RM_CN,APPL_PD_BEGIN_DE,APPL_PD_END_DE,APPL_PD_MUMM_YEAR_CO,APPL_PD_MXMM_YEAR_CO,YEAR_EVL_AT,APPL_PD_RM_CN,FNC_REPAYATMAT_AT,FNC_DFT_AT,FNC_DFT_PD_YEAR_CO,FNC_APPLC_INTRT,FNC_RM_CN,APPL_DETAIL_CN,STARTUP_PRIOR_AT,APPL_SCALE_TOT_BUDGET_PRICE,APPL_SCALE_UNIT_NM,APPL_SCALE_CO,APPL_SCALE_UNIT_PER_MXMM_APPL_PRICE,APPL_SCALE_RM_CN,ENTRPRS_PFIMS_AT,ENTRPRS_PFIMS_STDR_DC,ENTRPRS_PFIMS_RATE,ADPNTCND_AT,ADPNTCND_MXMM_SCORE,ADPNTCND_RM_CN,REQST_EXCL_TRGET_AT,REQST_EXCL_TRGET_CN,EVL_MNS_NON_MSRNG_RATE,EVL_MNS_MSRNG_RATE,EVL_MNS_PAPERS_EVL_AT,EVL_MNS_PRESNATN_EVL_AT,EVL_MNS_RM_CN,HMPG_URL,RSPNSBLTY_DEPT_NM,INQRY_TEL_NO
"스포츠기업 지원","2021","스포츠산업 정보제공 및 저변확대 사업","「2021년 올해의 우수 스포츠기업」선정·인증",,"지속가능경영 및 재무건전성이 높은 국내 스포츠기업(제품)에 우수인증 부여, 기업 경쟁력 제고","Y","중소기업","N",,"N","N","N","N","국내 스포츠기업",,"N",,,,"공모 및 선정, 선정혜택지원, 시상식개최","20210101","20211231",,"20210101","20211231",,,"N","2021","N","N",,,,"상패 및 인증현판 수여, 공단 지원사업 가점 부여, 
     시상식 개최, 언론보도 등 홍보·마케팅 지원","N","40000000.00000","기업","10",,,"N",,,"N",,,"N",,,,"Y","N",,"https://spobiz.kspo.or.kr","산업기획팀","024101951"
"스포츠기업 지원","2021","스포츠산업 정보제공 및 저변확대 사업","22년 스포츠산업 지원사업 설명회 개최",,"스포츠산업 이해관계자의 지원사업에 대한 이해도 제고","Y","중소기업","N",,"N","N","N","N","스포츠기업, 예비창업자, 지자체, 연구기관 등",,"N",,,,"설명회용역계약, 발표자료 및 책자제작, 설명회개최","20210101","20211231",,"20210101","20211231",,,"N","2021","N","N",,,,"지역 테크노파크, 공단 창업지원사업 운영기관 등과 공동 사업설명회 개최
- 서울 및 지방 사업설명회(3회 이내), 현장 상담부스 운영","N","40000000.00000",,,,,"Y",,,"N",,,"N",,,,"N","N",,"https://spobiz.kspo.or.kr","산업기획팀","024101951"
"스포츠기업 지원","2024","스포츠 액셀러레이팅 프로그램 지원사업","2024년 운영기관(보조사업자) 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","N",,"N",,"N","N","Y","N","중소벤처기업부 등록, 
투자재원 (보조금 20% 이상) 보유 기관","스포츠산업진흥법","Y","「중소기업창업지원법」에 따라 중소벤처기업부에 등록한 액셀러레이터로,
교부금의 20%에 해당하는 금액을 기관 재원으로 지원기업 대상 직접투자 필수",,,"신청-접수-평가-선정-교부-기업모집 및 선정-액셀러레이팅-투자-결과보고-정산","20240101","20240301","15일 이상",,,"1.00","2.00","Y",,"N","N",,,,"기관 운영비(운영기관 인건비, 여비, 평가비 등), 기업 보육비(투자유치교육, 멘토링, 네트워킹 등) 지원","N","900000000.00000","기관","4","225000000.00000","평균 225,000,000원","N","직접투자액(현물)","20.00000","Y",,"- TIPS 운영사 2점
- ‘23년 선정 운영기관 중 성과평가 고득점 기관 3점","Y","1. 「국고보조금 통합관리지침」 제4장 제13조의 4에 해당하는 경우
2. 본 사업의 운영 지침에 의거, 관계 법령?지침에 따른 결격사유에 해당할 경우
3. 공고마감일 기준 휴업 중인 기업
4. 국세 또는 지방세 체납 중인 자(기업)
5. 채무불이행으로 금융기관 등으로부터 규제 중인 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2024","스포츠 액셀러레이팅 프로그램 지원사업","지원기업 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","Y",,"N","20170322","N","N","N","Y","스포츠산업 분야 창업 7년 미만 기업(예비창업자 제외)","중소기업창업 지원법","Y","스포츠산업 분야 창업 7년 미만 기업",,"7","신청-접수-평가-선정-프로그램 진행-사업화자금 지원-결과보고-정산","20240201","20240401","15일 이상",,,"1.00","1.00","N",,"N","N",,,,"- 시제품제작, 마케팅, 지재권 등 경비 활용(인건비, 여비, 회의비, 자산취득비 등 집행 불가)
- 각 운영기관별 액셀러레이팅 프로그램 지원(IR 컨설팅, 투자자 미팅 등)","Y","3300000000.00000","기업","60","55000000.00000","평균 55,000,000 (±50%범위 차등지원 가능)","Y","지원금","10.00000","Y",,"- TIPS 선정기업 2점
- 공단 창업지원사업 수료자(예비초기, 창업도약, 재창업) 3점","Y","1. 업력 7년 이상의 스포츠산업분야 창업 기업
2. 타 부처 창업지원관련 사업화자금 지원을 받고 있는 기업 (※ 협약기간 중복 불가)
 - 단, 사무공간만 지원받거나, 인건비만 지원받는 사업 참여중인 경우는 지원 가능
3. 기존 국민체육진흥공단 스포츠 액셀러레이팅 지원사업에 참여한 이력이 있는 기업
4. 창업지원사업 수행완료 당시, 대표자 변경 또는 공고일 기준 휴업중이거나 폐업한 자
5. 정부지원사업 참여 제한 제재조치를 받고 있는 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2024","스포츠산업 정보제공 및 저변확대 사업","「2024년 우수 스포츠용품」선정·인증",,"지속가능경영 및 재무건전성이 높은 국내 스포츠기업(제품)에 우수인증 부여, 기업 경쟁력 제고","Y","중소기업","N",,"N","N","N","N","국내 중소기업",,"Y","ㅇ 국내 중소기업이 제조 및 생산한 스포츠용품 
  - 국내 중소기업이 제조 및 생산한 B2C 제품
  - OEM 제품(위탁생산계약서 필수 제출, 단순수입·유통은 제외/ ODM계약서는 인정불가)
  - 현재 출시 제품",,,"공모 및 선정, 선정혜택지원, 시상식개최","20240101","20241231",,"20240101","20241231",,,"Y","2024","N","N",,,,"? 언론 보도 등 홍보 및 마케팅 지원
  - (언론보도) 선정용품 관련 기사, 홍보 지원
  - (홍    보) 공단 전시체험관 용품 전시 및 스포츠대회 연계 용품 홍보 등
 ? 공단 스포츠산업 지원사업 지원 시 가점 혜택 부여 
  - 가점 부여 지원사업: (예비)선도기업 지원사업, 글로벌 스포츠 강소기업 육성지원, 스포츠산업종합지원센터 입주기업 평가   * 지원혜택 변경 가능","N","32400000.00000","기업","10",,,"N",,,"Y",,"- 직접생산확인증명서 기업 가점 5점
- 상패 및 인증현판 수여, 공단 지원사업 가점 5점
- 선도·중소기업 지원사업에서 중소기업 ESG경영컨설팅, 선도기업 ESG경영진단 수행업체의 경우, ‘올해의 우수 스포츠기업 지원’시 가점 혜택 부여 5점","Y","- 부도, 휴폐업, 국세 및 지방세 체납 처분을 받은 경우
  - 민사집행법에 따른 채무불이행자 명부에 등재된 경우 
  - 은행연합회 등 신용정보기관에 채무불이행자로 등록된 경우
  - 모집 마감일 기준 폐업 또는 휴업 중인 기업",,,"Y","N",,"https://spobiz.kspo.or.kr","산업기획팀","024101951"
"스포츠기업 지원","2023","스포츠 액셀러레이팅 프로그램 지원사업","지원기업 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","Y",,"N","20160220","N","N","N","Y","스포츠산업 분야 창업 7년 미만 기업(예비창업자 제외)","중소기업창업 지원법","Y","스포츠산업 분야 창업 7년 미만 기업",,"7","신청-접수-평가-선정-프로그램 진행-사업화자금 지원-결과보고-정산","20230201","20230401","15일 이상",,,"1.00","1.00","N",,"N","N",,,,"- 시제품제작, 마케팅, 지재권 등 경비 활용(인건비, 여비, 회의비, 자산취득비 등 집행 불가)
- 각 운영기관별 액셀러레이팅 프로그램 지원(IR 컨설팅, 투자자 미팅 등)","Y","3150000000.00000","기업","70","45000000.00000","평균 45,000,000 (±50%범위 차등지원 가능)","Y","지원금","10.00000","Y",,"- TIPS 선정기업 1점
- 공단 창업지원사업 수료자(예비초기, 창업도약, 재창업) 3점","Y","1. 업력 7년 이상의 스포츠산업분야 창업 기업
2. 타 부처 창업지원관련 사업화자금 지원을 받고 있는 기업 (※ 협약기간 중복 불가)
 - 단, 사무공간만 지원받거나, 인건비만 지원받는 사업 참여중인 경우는 지원 가능
3. 기존 국민체육진흥공단 스포츠 액셀러레이팅 지원사업에 참여한 이력이 있는 기업
4. 창업지원사업 수행완료 당시, 대표자 변경 또는 공고일 기준 휴업중이거나 폐업한 자
5. 정부지원사업 참여 제한 제재조치를 받고 있는 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2022","스포츠 액셀러레이팅 프로그램 지원사업","2022년 운영기관(보조사업자) 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","N",,"N",,"N","N","Y","N","중소벤처기업부 등록, 
투자재원 (보조금 20% 이상) 보유 기관","스포츠산업진흥법","Y","「중소기업창업지원법」에 따라 중소벤처기업부에 등록한 액셀러레이터로,
교부금의 20%에 해당하는 금액을 기관 재원으로 지원기업 대상 직접투자 필수",,,"신청-접수-평가-선정-교부-기업모집 및 선정-액셀러레이팅-투자-결과보고-정산","20220101","20220301","15일 이상",,,"1.00","2.00","Y",,"N","N",,,,"기관 운영비(운영기관 인건비, 여비, 평가비 등), 기업 보육비(투자유치교육, 멘토링, 네트워킹 등) 지원","N","1050000000.00000","기관","7","150000000.00000","평균 150,000,000원","N","직접투자액(현물)","20.00000","N",,,"Y","1. 「국고보조금 통합관리지침」 제4장 제13조의 4에 해당하는 경우
2. 본 사업의 운영 지침에 의거, 관계 법령?지침에 따른 결격사유에 해당할 경우
3. 공고마감일 기준 휴업 중인 기업
4. 국세 또는 지방세 체납 중인 자(기업)
5. 채무불이행으로 금융기관 등으로부터 규제 중인 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2022","스포츠 액셀러레이팅 프로그램 지원사업","지원기업 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","Y",,"N","20150328","N","N","N","Y","스포츠산업 분야 창업 7년 미만 기업(예비창업자 제외)","중소기업창업 지원법","Y","스포츠산업 분야 창업 7년 미만 기업",,"7","신청-접수-평가-선정-프로그램 진행-사업화자금 지원-결과보고-정산","20220201","20220401","15일 이상",,,"1.00","1.00","N",,"N","N",,,,"- 시제품제작, 마케팅, 지재권 등 경비 활용(인건비, 여비, 회의비, 자산취득비 등 집행 불가)
- 각 운영기관별 액셀러레이팅 프로그램 지원(IR 컨설팅, 투자자 미팅 등)","Y","3150000000.00000","기업","70","45000000.00000","평균 45,000,000 (±50%범위 차등지원 가능)","Y","지원금","10.00000","Y",,"- 코로나19 피해기업 1점
- 공단 창업지원사업 수료자 1점","Y","1. 업력 7년 이상의 스포츠산업분야 창업 기업
2. 타 부처 창업지원관련 사업화자금 지원을 받고 있는 기업 (※ 협약기간 중복 불가)
 - 단, 사무공간만 지원받거나, 인건비만 지원받는 사업 참여중인 경우는 지원 가능
3. 기존 국민체육진흥공단 스포츠 액셀러레이팅 지원사업에 참여한 이력이 있는 기업
4. 창업지원사업 수행완료 당시, 대표자 변경 또는 공고일 기준 휴업중이거나 폐업한 자
5. 정부지원사업 참여 제한 제재조치를 받고 있는 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2021","스포츠 액셀러레이팅 프로그램 지원사업","2021년 운영기관(보조사업자) 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","N",,"N",,"N","N","Y","N","중소벤처기업부 등록, 
투자재원 (보조금 20% 이상) 보유 기관","스포츠산업진흥법","Y","「중소기업창업지원법」에 따라 중소벤처기업부에 등록한 액셀러레이터로,
교부금의 20%에 해당하는 금액을 기관 재원으로 지원기업 대상 직접투자 필수",,,"신청-접수-평가-선정-교부-기업모집 및 선정-액셀러레이팅-투자-결과보고-정산","20210101","20210301","15일 이상",,,"1.00","1.00","N",,"N","N",,,,"기관 운영비(운영기관 인건비, 여비, 평가비 등), 기업 보육비(투자유치교육, 멘토링, 네트워킹 등) 지원","N","750000000.00000","기관","5","150000000.00000","평균 150,000,000원","N","직접투자액(현물)","20.00000","N",,,"Y","1. 「국고보조금 통합관리지침」 제4장 제13조의 4에 해당하는 경우
2. 본 사업의 운영 지침에 의거, 관계 법령?지침에 따른 결격사유에 해당할 경우
3. 공고마감일 기준 휴업 중인 기업
4. 국세 또는 지방세 체납 중인 자(기업)
5. 채무불이행으로 금융기관 등으로부터 규제 중인 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2021","스포츠 액셀러레이팅 프로그램 지원사업","지원기업 공모 및 선정평가","스포츠 액셀러레이팅 프로그램 지원사업","스포츠산업분야 유망 스타트업 발굴 및 투자연계형 전문보육?투자유치 지원으로 스포츠산업 스타트업 경쟁력 강화 지원","Y",,"N","20140315","N","N","N","Y","스포츠산업 분야 창업 7년 미만 기업(예비창업자 제외)","중소기업창업 지원법","Y","스포츠산업 분야 창업 7년 미만 기업",,"7","신청-접수-평가-선정-프로그램 진행-사업화자금 지원-결과보고-정산","20210201","20210401","15일 이상",,,"1.00","1.00","N",,"N","N",,,,"- 시제품제작, 마케팅, 지재권 등 경비 활용(인건비, 여비, 회의비, 자산취득비 등 집행 불가)
- 각 운영기관별 액셀러레이팅 프로그램 지원(IR 컨설팅, 투자자 미팅 등)","Y","2250000000.00000","기업","50","45000000.00000","평균 45,000,000 (±50%범위 차등지원 가능)","Y","지원금","10.00000","Y",,"- 코로나19 피해기업 1점","Y","1. 업력 7년 이상의 스포츠산업분야 창업 기업
2. 타 부처 창업지원관련 사업화자금 지원을 받고 있는 기업 (※ 협약기간 중복 불가)
 - 단, 사무공간만 지원받거나, 인건비만 지원받는 사업 참여중인 경우는 지원 가능
3. 기존 국민체육진흥공단 스포츠 액셀러레이팅 지원사업에 참여한 이력이 있는 기업
4. 창업지원사업 수행완료 당시, 대표자 변경 또는 공고일 기준 휴업중이거나 폐업한 자
5. 정부지원사업 참여 제한 제재조치를 받고 있는 자(기업)","100.00000","0.00000","Y","Y","별도 선정 평가계획 수립?시행","https://spobiz.kspo.or.kr","창업지원팀","024101755"
"스포츠기업 지원","2024","스포츠산업종합지원센터 사업","스포츠산업 성장지원","기업지원관 운영","입주기업의 안정적 경영활동 및 성장지원","Y",,"N","20170101","N","N","N","N","스포츠기업, 중소기업","스포츠산업진흥법 제6조(경쟁력강화 조치지원 등)","Y",,,"7","사업기본계획승인, 신규기업모집공고, 선정평가위원회구성, 신규지원기업선정, 협약 및 지원, 계속지원기업연차평가, 사업수행 및 관리","20240101","20241231","수시모집","20240101","20241231","1.00","3.00","N","최대3년","N","N",,,,"기업지원관 사무공간 및 보육프로그램 제공

ㅇ (지원대상) 업력 7년 미만 스포츠 중소기업
 ㅇ (입주기간) 최대 3년(2년 + 연장평가 후 1년 추가 가능)
 ㅇ (관 리 비) (송파) 150천원/월, (광명) 100천원/월
 ㅇ (기간연장) 연장신청 접수 및 평가를 통한 선정
 ㅇ (지원사항) 입주기간 사무공간 무상 제공, 보육프로그램 제공 등","N",,"기업","24",,,"N",,,"Y","5.00000","- 문화체육관광부 수여「대한민국스포츠산업대상 수상기업」 또는 국민체육진흥공단 수여 「올해의 우수 스포츠기업 수상기업」 1점
- 고용노동부 인증「근무혁신 인센티브제 우수기업」 1점
- 산업통상자원부 인증「품질경쟁력우수기업」 1점
- 사회적기업 혹은 예비 사회적 기업 1점
- 장애인기업, 여성기업 1점","Y","ㅇ 벤처·창업관련 입주시설 지원을 중복해서 받는 기업
ㅇ 부도, 휴폐업, 국세 및 지방세 체납 처분을 받은 경우, 민사집행법에 따른 채무불이행자 명부에 등재된 경우, 은행연합회 등 신용정보기관에 채무불이행자로 등록된 경우
ㅇ 마감일 기준 폐업 또는 휴업 중인 기업","100.00000","0.00000","Y","Y","서류평가 후 발표평가","https://sporbiz.kspo.or.kr","산업기획팀","024101595"
"스포츠기업 지원","2024","스포츠산업종합지원센터 사업","스포츠산업 성장지원","전시체험관 운영","스포츠용품·서비스 기획전시, 제품·브랜드 홍보 기회 제공","Y",,"N",,"N","N","N","N","스포츠기업, 중소기업","스포츠산업진흥법 제6조(경쟁력강화 조치지원 등)","Y",,,"7","전시체험기능유지, 판매형입주공간 및 전기공간 기획전시 시범운영","20240101","20241231","수시모집","20240101","20241231","1.00","2.00","N","최대2년","N","N",,,,"제품 전시, 체험공간 제공

ㅇ (지원대상) 스포츠 중소기업
 ㅇ (입주기간) 최대 2년(1년 + 연장평가 후 1년 추가 가능)
 ㅇ (관 리 비) (판매형) 300천원/월
 ㅇ (기간연장) 연장신청 접수 및 평가를 통한 선정
 ㅇ (지원사항) 입주기간 전시공간 무상 제공, 보육프로그램 제공 등","N",,"기업","7",,,"N",,,"Y","5.00000","- 문화체육관광부 수여「대한민국스포츠산업대상 수상기업」 또는 국민체육진흥공단 수여 「올해의 우수 스포츠기업 수상기업」 1점
- 고용노동부 인증「근무혁신 인센티브제 우수기업」 1점
- 산업통상자원부 인증「품질경쟁력우수기업」 1점
- 사회적기업 혹은 예비 사회적 기업 1점
- 장애인기업, 여성기업 1점","Y","ㅇ 벤처·창업관련 입주시설 지원을 중복해서 받는 기업
ㅇ 부도, 휴폐업, 국세 및 지방세 체납 처분을 받은 경우, 민사집행법에 따른 채무불이행자 명부에 등재된 경우, 은행연합회 등 신용정보기관에 채무불이행자로 등록된 경우
ㅇ 마감일 기준 폐업 또는 휴업 중인 기업","100.00000","0.00000","Y","Y","서류평가 후 발표평가","https://sporbiz.kspo.or.kr","산업기획팀","024101595"
"스포츠산업 금융지원","2024","모태펀드 스포츠계정 운영사업","스포츠산업펀드(산업,출발,프로젝트펀드)",,"스포츠산업 분야 중소·벤처기업 대상 벤처캐피탈(VC) 투자 및 액셀러레이터(AC)투자를 통한 스포츠산업 투자 생태계 구축","Y","창업자, 벤처기업,중소기업","N",,"N","N","N","N","스포츠산업, 스포츠산업(특수분류 상) 연관 산업에 해당하는 기업 및 프로젝트","스포츠산업진흥법, 벤처투자촉진법","N",,,,"국민체육진흥기금, 모태펀드(출자), 국내민간기업/기관출자자(출자), 스포츠펀드, 스포츠기업","20240305","20240430","한국벤처투자 운용사 선정","20240801","20281201","4.00","4.00","N","투자기간 2년 이상 4년 이내, 존속기간 5년 이상 8년 이내","N","N",,,,"모태펀드 스포츠계정 운용(정부주도형)
스포츠산업진흥법상 스포츠산업, 스포츠산업 특수 분류상 연관 산업에 해당되는 기업 및 사업에 약정총액의 60% 이상 투자 
(단, 스포츠산업 지원 사업에 참여한 기업에 약정 총액의 10%이상 투자)","N","53500000000.00000","기업",,,"- 기업당 펀드규모의 20% 이하 지원
- 정부출자 37,450,000,000
- 민간 16,050,000,000","N",,,"Y",,"- (조기결성) 운용사 선정일로부터 2개월 이내 결성 약정 시 운용사 선정 가점 부여","N",,,,"Y","Y",,,"기업금융지원팀","024101560"
"스포츠산업 금융지원","2024","스포츠산업 금융지원(융자, 이차보전) 사업","국민체육진흥기금 스포츠산업융자(튼튼론)",,"스포츠산업에 대한 민간의 투자활성화 촉진
스포츠 기업의 성장기반 구축 목적","Y","소상공인, 소기업, 중기업","N",,"N","N","N","N","민간체육시설업, 우수체육용구생산업, 스포츠서비스업(경기업, 마케팅업, 정보업)","국민체육진흥법","N",,,,"융자계획수립, 융자계획공고, 기금융자 신청/접수, 융자심의회개최, 융자대상통보, 기금융자신청, 지금요청 및 대여, 융자시행","20240110","20240906","1월10일~9월6일 차수별 접수","20240208","20241213","5.00","10.00","N",,"N","Y","2","3.03","시설설치 거치 4년, 개보수 거치 2년, 
기획재정부 공공자금관리기금 융자계정 금리
(분기별 변동금리), 24.4분기 3.03%","스포츠산업 융자(은행 담보부 대리대출)
시설설치, 개보수, 설비투자","N","157900000000.00000","기업",,,,"Y","분기별 변동금리 부담, 기획재정부 공공자금관리기금 융자계정 금리 적용",,"N",,,"N",,,,"Y","N",,"https://tuntunron.imweb.me","기업금융지원팀","15664573"
"스포츠산업 금융지원","2022","스포츠산업 금융지원(융자, 이차보전) 사업","국민체육진흥기금 스포츠산업융자(튼튼론)",,"스포츠산업에 대한 민간의 투자활성화 촉진
스포츠 기업의 성장기반 구축 목적","Y","소상공인, 소기업, 중기업","N",,"N","N","N","N","민간체육시설업, 우수체육용구생산업, 스포츠서비스업(경기업, 마케팅업, 정보업)","국민체육진흥법","N",,,,"융자계획수립, 융자계획공고, 기금융자 신청/접수, 융자심의회개최, 융자대상통보, 기금융자신청, 지금요청 및 대여, 융자시행","20220103","20220715","1월3일~7월15일 차수별 접수","20220128","20221223","5.00","10.00","N",,"N","Y","2","3.44","시설설치 거치 4년, 개보수 거치 2년, 
기획재정부 공공자금관리기금 융자계정 금리
(분기별 변동금리), 24.2분기 3.44%","스포츠산업 융자(은행 담보부 대리대출)
시설설치, 개보수, 설비투자","N","228900000000.00000","기업",,,,"Y","분기별 변동금리 부담, 기획재정부 공공자금관리기금 융자계정 금리 적용",,"N",,,"N",,,,"Y","N",,"https://tuntunron.imweb.me","기업금융지원팀","024101657"
"스포츠산업 금융지원","2022","모태펀드 스포츠계정 운영사업","스포츠산업펀드(산업펀드, 출발펀드)",,"스포츠산업 분야 중소·벤처기업 대상 벤처캐피탈(VC) 투자, 스케일업, 예비유니콘 기업으로 육성 지원 펀드","Y","중소기업","N",,"N","N","N","N","스포츠산업, 스포츠산업(특수분류 상) 연관 산업에 해당하는 기업 및 프로젝트에 투자","스포츠산업진흥법, 벤처투자촉진법","N",,,,"국민체육진흥기금, 모태펀드(출자), 국내민간기업/기관출자자(출자), 스포츠펀드, 스포츠기업","20220117","20220211","한국벤처투자 운용사 선정","20220831","20260830","4.00","4.00","N","투자기간 2년 이상 4년 이내, 존속기간 5년 이상 8년 이내","N","N",,,,"스포츠산업 펀드 결성을 통한 기업 투자
'- 스포츠산업진흥법상 스포츠산업, 스포츠산업 특수 분류상 연관 산업에 해당되는 기업 및 사업에 약정총액의 60% 이상 투자 
- 단, 스포츠산업 지원 사업에 참여한 기업에 약정 총액의 10%이상 투자","N","37600000000.00000","기업",,,"- 펀드 결성 규모의 20% 이내 지원
- 정부출자 25,400,000,000
- 민간 12,200,000,000","N",,,"Y",,"- (조기결성) 운용사 선정일로부터 2개월 이내 결성 약정 시 운용사 선정 가점 부여
- (지방투자) 지방기업에 30%이상 투자시 운용사 선정 가점부여","N",,,,"Y","Y",,,"기업금융지원팀","024101560"
"스포츠산업 금융지원","2021","스포츠산업 금융지원(융자, 이차보전) 사업","국민체육진흥기금 스포츠산업융자(튼튼론)",,"스포츠산업에 대한 민간의 투자활성화 촉진
스포츠 기업의 성장기반 구축 목적","Y","소상공인, 소기업, 중기업","N",,"N","N","N","N","민간체육시설업, 우수체육용구생산업, 스포츠서비스업(경기업, 마케팅업, 정보업)","국민체육진흥법","N",,,,"융자계획수립, 융자계획공고, 기금융자 신청/접수, 융자심의회개최, 융자대상통보, 기금융자신청, 지금요청 및 대여, 융자시행","20210104","20210730","1월4일~7월30일 차수별 접수","20210127","20211224","5.00","10.00","N",,"N","Y","2","1.69","시설설치 거치 4년, 개보수 거치 2년, 
기획재정부 공공자금관리기금 융자계정 금리
(분기별 변동금리), 21.4분기 1.69%","스포츠산업 융자(은행 담보부 대리대출)
시설설치, 개보수, 설비투자","N","136100000000.00000","기업",,,,"Y","분기별 변동금리 부담, 기획재정부 공공자금관리기금 융자계정 금리 적용",,"N",,,"N",,,,"Y","N",,"https://tuntunron.imweb.me","기업금융지원팀","024101657"
"스포츠산업 금융지원","2021","모태펀드 스포츠계정 운영사업","스포츠산업육성펀드",,"스포츠산업 분야 중소·벤처기업 대상 벤처캐피탈(VC) 투자를 통한 스포츠산업 투자 마중물 역할","Y","창업자, 벤처기업 및 중소기업","N",,"N","N","N","Y","스포츠산업, 스포츠산업(특수분류 상) 연관 산업에 해당하는 기업 및 프로젝트","스포츠산업진흥법, 벤처투자촉진법","N",,,,"국민체육진흥기금, 모태펀드(출자), 국내민간기업/기관출자자(출자), 스포츠펀드, 스포츠기업","20210114","20210216","한국벤처투자 펀드운용사 선정기간임","20211014","20251013","4.00","4.00","N","투자기간 2년 이상 4년 이내, 존속기간 5년 이상 8년 이내","N","N",,,,"스포츠산업 펀드 결성을 통한 기업 투자
- 스포츠산업진흥법상 스포츠산업, 스포츠산업 특수 분류상 연관 산업에 해당되는 기업 및 사업에 약정총액의 60% 이상 투자 
- 단, 스포츠산업 지원 사업에 참여한 기업에 약정 총액의 10%이상 투자","N","18500000000.00000","기업",,,"- 펀드 규모(185억원)의 20%이하 지원
- 정부출자 13,000,000,000 
- 민간 5,50,000,000","N",,,"Y",,"- (지방투자) 지방기업에 30%이상 투자시 운용사 선정 가점부여","N",,,,"Y","Y",,,"기업금융지원팀","024101560"
